交易证券,交收日期,摘要,发生金额,成交数量,成交价格,资金余额,货币代码,委托日期,结算汇率,年度,证券代码,证券名称,融资账户
羚锐制药  600285,20210104,证券买入,-72865.31,8600,8.47,145740.57,人民币,20210104,0,2021,600285,羚锐制药  ,
涪陵榨菜  002507,20210104,证券买入,-144289.27,3300,43.711,1451.3,人民币,20210104,0,2021,2507,涪陵榨菜  ,
百润股份  002568,20210114,证券卖出,472065.53,4500,105.04,473516.83,人民币,20210114,0,2021,2568,百润股份  ,
泸州老窖  000568,20210115,证券卖出,218865.11,900,243.5,692249.94,人民币,20210115,0,2021,568,泸州老窖  ,
泸州老窖  000568,20210115,证券卖出,218865.11,900,243.5,911115.05,人民币,20210115,0,2021,568,泸州老窖  ,
中新药业  600329,20210115,证券买入,-303192.99,17300,17.52,607922.06,人民币,20210115,0,2021,600329,中新药业  ,
金天利01  205001,20210115,专项融券回购(日),-423000,4230,1.45,184922.06,人民币,20210115,0,2021,205001,金天利01  ,
百润股份  002568,20210115,红利税补扣,-132,0,0,473384.83,人民币,20210115,0,2021,2568,百润股份  ,
泸州老窖  000568,20210118,红利税补扣,-286.2,0,0,184635.86,人民币,20210118,0,2021,568,泸州老窖  ,
金天利01  205001,20210118,专项融券购回(日),423050.41,4230,1.45,607686.27,人民币,20210115,0,2021,205001,金天利01  ,
金天利01  205001,20210118,专项融券回购(日),-557000,5570,1.45,50686.27,人民币,20210118,0,2021,205001,金天利01  ,
金天利01  205001,20210119,专项融券购回(日),557022.13,5570,1.45,607708.4,人民币,20210118,0,2021,205001,金天利01  ,
金天利01  205001,20210119,专项融券回购(日),-557000,5570,1.45,50708.4,人民币,20210119,0,2021,205001,金天利01  ,
金天利01  205001,20210120,专项融券回购(日),-557000,5570,1.45,50730.53,人民币,20210120,0,2021,205001,金天利01  ,
金天利01  205001,20210120,专项融券购回(日),557022.13,5570,1.45,607730.53,人民币,20210119,0,2021,205001,金天利01  ,
金天利01  205001,20210121,专项融券购回(日),557022.13,5570,1.45,607752.66,人民币,20210120,0,2021,205001,金天利01  ,
金天利01  205001,20210121,专项融券回购(日),-557000,5570,1.45,50752.66,人民币,20210121,0,2021,205001,金天利01  ,
金天利01  205001,20210122,专项融券购回(日),557022.13,5570,1.45,607774.79,人民币,20210121,0,2021,205001,金天利01  ,
金天利01  205001,20210122,专项融券回购(日),-557000,5570,1.45,50774.79,人民币,20210122,0,2021,205001,金天利01  ,
金天利01  205001,20210125,专项融券购回(日),557066.38,5570,1.45,607841.17,人民币,20210122,0,2021,205001,金天利01  ,
金天利01  205001,20210125,专项融券回购(日),-557000,5570,1.45,50841.17,人民币,20210125,0,2021,205001,金天利01  ,
金天利01  205001,20210126,专项融券回购(日),-557000,5570,1.45,50863.3,人民币,20210126,0,2021,205001,金天利01  ,
金天利01  205001,20210126,专项融券购回(日),557022.13,5570,1.45,607863.3,人民币,20210125,0,2021,205001,金天利01  ,
金天利01  205001,20210127,专项融券购回(日),557022.13,5570,1.45,607885.43,人民币,20210126,0,2021,205001,金天利01  ,
金天利01  205001,20210127,专项融券回购(日),-557000,5570,1.45,50885.43,人民币,20210127,0,2021,205001,金天利01  ,
金天利01  205001,20210128,专项融券购回(日),557022.13,5570,1.45,607907.56,人民币,20210127,0,2021,205001,金天利01  ,
金天利01  205001,20210128,专项融券回购(日),-557000,5570,1.45,50907.56,人民币,20210128,0,2021,205001,金天利01  ,
金天利01  205001,20210129,专项融券回购(日),-557000,5570,1.45,50929.69,人民币,20210129,0,2021,205001,金天利01  ,
金天利01  205001,20210129,专项融券购回(日),557022.13,5570,1.45,607929.69,人民币,20210128,0,2021,205001,金天利01  ,
金天利01  205001,20210201,专项融券购回(日),557066.38,5570,1.45,607996.07,人民币,20210129,0,2021,205001,金天利01  ,
金天利01  205001,20210201,专项融券回购(日),-557000,5570,1.45,50996.07,人民币,20210201,0,2021,205001,金天利01  ,
羚锐制药  600285,20210202,证券买入,-120968.7,14500,8.34,487049.5,人民币,20210202,0,2021,600285,羚锐制药  ,
双塔食品  002481,20210202,证券买入,-162288.66,13000,12.48,324760.84,人民币,20210202,0,2021,2481,双塔食品  ,
新乳业  002946,20210202,证券买入,-322991.88,17900,18.039,1768.96,人民币,20210202,0,2021,2946,新乳业  ,
金天利01  205001,20210202,专项融券购回(日),557022.13,5570,1.45,608018.2,人民币,20210201,0,2021,205001,金天利01  ,
-  -,20210219,银行转证券,300000,0,0,301768.96,人民币,20210219,0,2021,  -,-,
晨光生物  300138,20210219,证券买入,-219620.27,14074,15.6,82148.69,人民币,20210219,0,2021,300138,晨光生物  ,
金天利01  205001,20210222,专项融券回购(日),-32000,320,1.45,50148.69,人民币,20210222,0,2021,205001,金天利01  ,
金天利01  205001,20210223,专项融券回购(日),-32000,320,1.45,50149.96,人民币,20210223,0,2021,205001,金天利01  ,
金天利01  205001,20210223,专项融券购回(日),32001.27,320,1.45,82149.96,人民币,20210222,0,2021,205001,金天利01  ,
金天利01  205001,20210224,专项融券回购(日),-32000,320,1.45,445286.86,人民币,20210224,0,2021,205001,金天利01  ,
金天利01  205001,20210224,专项融券购回(日),32001.27,320,1.45,82151.23,人民币,20210223,0,2021,205001,金天利01  ,
涪陵榨菜  002507,20210224,证券卖出,395135.63,8200,48.25,477286.86,人民币,20210224,0,2021,2507,涪陵榨菜  ,
金天利01  205001,20210225,专项融券回购(日),-427000,4270,1.45,50288.13,人民币,20210225,0,2021,205001,金天利01  ,
金天利01  205001,20210225,专项融券购回(日),32001.27,320,1.45,477288.13,人民币,20210224,0,2021,205001,金天利01  ,
金天利01  205001,20210226,专项融券回购(日),-427000,4270,1.45,50305.09,人民币,20210226,0,2021,205001,金天利01  ,
金天利01  205001,20210226,专项融券购回(日),427016.96,4270,1.45,477305.09,人民币,20210225,0,2021,205001,金天利01  ,
金天利01  205001,20210301,专项融券购回(日),427050.89,4270,1.45,477355.98,人民币,20210226,0,2021,205001,金天利01  ,
金天利01  205001,20210301,专项融券回购(日),-427000,4270,1.45,50355.98,人民币,20210301,0,2021,205001,金天利01  ,
金天利01  205001,20210302,专项融券购回(日),427016.96,4270,1.45,477372.94,人民币,20210301,0,2021,205001,金天利01  ,
金天利01  205001,20210302,专项融券回购(日),-427000,4270,1.45,50372.94,人民币,20210302,0,2021,205001,金天利01  ,
金天利01  205001,20210303,专项融券购回(日),427016.96,4270,1.45,477389.9,人民币,20210302,0,2021,205001,金天利01  ,
金天利01  205001,20210303,专项融券回购(日),-427000,4270,1.45,50389.9,人民币,20210303,0,2021,205001,金天利01  ,
金天利01  205001,20210304,专项融券回购(日),-427000,4270,1.45,50406.86,人民币,20210304,0,2021,205001,金天利01  ,
金天利01  205001,20210304,专项融券购回(日),427016.96,4270,1.45,477406.86,人民币,20210303,0,2021,205001,金天利01  ,
金天利01  205001,20210305,专项融券购回(日),427016.96,4270,1.45,477423.82,人民币,20210304,0,2021,205001,金天利01  ,
金天利01  205001,20210305,专项融券回购(日),-268000,2680,1.45,50976.3,人民币,20210305,0,2021,205001,金天利01  ,
晨光生物  300138,20210305,证券买入,-158447.52,9900,16,318976.3,人民币,20210305,0,2021,300138,晨光生物  ,
金天利01  205001,20210308,专项融券回购(日),-268000,2680,1.45,278412.25,人民币,20210308,0,2021,205001,金天利01  ,
煌上煌  002695,20210308,证券卖出,227404.01,11000,20.7,546412.25,人民币,20210308,0,2021,2695,煌上煌  ,
金天利01  205001,20210308,专项融券购回(日),268031.94,2680,1.45,319008.24,人民币,20210305,0,2021,205001,金天利01  ,
金天利01  205001,20210309,专项融券购回(日),268010.65,2680,1.45,546422.9,人民币,20210308,0,2021,205001,金天利01  ,
金天利01  205001,20210309,专项融券回购(日),-496000,4960,1.45,50422.9,人民币,20210309,0,2021,205001,金天利01  ,
金天利01  205001,20210310,专项融券回购(日),-496000,4960,1.45,50442.6,人民币,20210310,0,2021,205001,金天利01  ,
金天利01  205001,20210310,专项融券购回(日),496019.7,4960,1.45,546442.6,人民币,20210309,0,2021,205001,金天利01  ,
金天利01  205001,20210311,专项融券回购(日),-496000,4960,1.45,50462.3,人民币,20210311,0,2021,205001,金天利01  ,
金天利01  205001,20210311,专项融券购回(日),496019.7,4960,1.45,546462.3,人民币,20210310,0,2021,205001,金天利01  ,
金天利01  205001,20210312,专项融券购回(日),496019.7,4960,1.45,546482,人民币,20210311,0,2021,205001,金天利01  ,
金天利01  205001,20210312,专项融券回购(日),-496000,4960,1.45,50482,人民币,20210312,0,2021,205001,金天利01  ,
羚锐制药  600285,20210315,证券买入,-181072.93,20500,8.83,365468.18,人民币,20210315,0,2021,600285,羚锐制药  ,
金天利01  205001,20210315,专项融券回购(日),-315000,3150,1.45,50468.18,人民币,20210315,0,2021,205001,金天利01  ,
金天利01  205001,20210315,专项融券购回(日),496059.11,4960,1.45,546541.11,人民币,20210312,0,2021,205001,金天利01  ,
金天利01  205001,20210316,专项融券购回(日),315012.51,3150,1.45,365480.69,人民币,20210315,0,2021,205001,金天利01  ,
金天利01  205001,20210316,专项融券回购(日),-315000,3150,1.45,50480.69,人民币,20210316,0,2021,205001,金天利01  ,
金天利01  205001,20210317,专项融券购回(日),315012.51,3150,1.45,365493.2,人民币,20210316,0,2021,205001,金天利01  ,
金天利01  205001,20210317,专项融券回购(日),-315000,3150,1.45,50493.2,人民币,20210317,0,2021,205001,金天利01  ,
金天利01  205001,20210318,专项融券购回(日),315012.51,3150,1.45,365505.71,人民币,20210317,0,2021,205001,金天利01  ,
金天利01  205001,20210318,专项融券回购(日),-315000,3150,1.45,50505.71,人民币,20210318,0,2021,205001,金天利01  ,
金天利01  205001,20210319,专项融券购回(日),315012.51,3150,1.45,365518.22,人民币,20210318,0,2021,205001,金天利01  ,
金天利01  205001,20210319,专项融券回购(日),-315000,3150,1.45,50518.22,人民币,20210319,0,2021,205001,金天利01  ,
-  -,20210322,利息归本,42.67,0,0,50560.89,人民币,20210322,0,2021,  -,-,
金天利01  205001,20210322,专项融券回购(日),-315000,3150,1.45,50598.43,人民币,20210322,0,2021,205001,金天利01  ,
金天利01  205001,20210322,专项融券购回(日),315037.54,3150,1.45,365598.43,人民币,20210319,0,2021,205001,金天利01  ,
-  -,20210322,利息归本,0.01,0,0,10.47,人民币,20210322,0,2021,  -,-,是
金天利01  205001,20210323,专项融券购回(日),315012.51,3150,1.45,365610.94,人民币,20210322,0,2021,205001,金天利01  ,
金天利01  205001,20210323,专项融券回购(日),-315000,3150,1.45,50610.94,人民币,20210323,0,2021,205001,金天利01  ,
金天利01  205001,20210324,专项融券购回(日),315012.51,3150,1.45,365623.45,人民币,20210323,0,2021,205001,金天利01  ,
双塔食品  002481,20210324,证券买入,-183039.9,16500,11.09,426.92,人民币,20210324,0,2021,2481,双塔食品  ,
双塔食品  002481,20210324,证券买入,-182156.63,16600,10.97,183466.82,人民币,20210324,0,2021,2481,双塔食品  ,
中新药业  600329,20210329,证券卖出,369731.3,17300,21.4,370158.22,人民币,20210329,0,2021,600329,中新药业  ,
新乳业  002946,20210329,证券买入,-122028.59,7800,15.64,248129.63,人民币,20210329,0,2021,2946,新乳业  ,
金字火腿  002515,20210329,证券买入,-124037.21,25000,4.96,124092.42,人民币,20210329,0,2021,2515,金字火腿  ,
金天利01  205001,20210330,专项融券回购(日),-74000,740,1.45,50092.42,人民币,20210330,0,2021,205001,金天利01  ,
金天利01  205001,20210331,专项融券购回(日),74002.94,740,1.45,124095.36,人民币,20210330,0,2021,205001,金天利01  ,
金天利01  205001,20210331,专项融券回购(日),-74000,740,1.45,50095.36,人民币,20210331,0,2021,205001,金天利01  ,
金天利01  205001,20210401,专项融券回购(日),-74000,740,1.45,50098.3,人民币,20210401,0,2021,205001,金天利01  ,
金天利01  205001,20210401,专项融券购回(日),74002.94,740,1.45,124098.3,人民币,20210331,0,2021,205001,金天利01  ,
金天利01  205001,20210402,专项融券回购(日),-74000,740,1.45,50101.24,人民币,20210402,0,2021,205001,金天利01  ,
金天利01  205001,20210402,专项融券购回(日),74002.94,740,1.45,124101.24,人民币,20210401,0,2021,205001,金天利01  ,
