交易证券,交收日期,摘要,发生金额,成交数量,成交价格,资金余额,货币代码,委托日期,结算汇率,年度,证券代码,证券名称,融资账户
陆家Ｂ股  900932,20150417,Tn证券买入,-3984.78,1200,3.318,131.9,美元,20150415,0,2015,900932,陆家Ｂ股  ,
-  -,20150421,银行转证券,200000,0,0,201217.48,人民币,20150421,0,2015,  -,-,
海信电器  600060,20150421,证券买入,-199815.03,8500,23.5,1402.45,人民币,20150421,0,2015,600060,海信电器  ,
海信电器  600060,20150422,证券买入,-200945.12,8100,24.8,457.33,人民币,20150422,0,2015,600060,海信电器  ,
-  -,20150422,银行转证券,200000,0,0,201402.45,人民币,20150422,0,2015,  -,-,
中信证券  600030,20150423,证券卖出,747015.6,20000,37.4,747472.93,人民币,20150423,0,2015,600030,中信证券  ,
军工B  150182,20150423,证券买入,-747449.17,364500,2.05,23.76,人民币,20150423,0,2015,150182,军工B  ,
海信电器  600060,20150427,股份转出,0,50000,0,23.76,人民币,20150427,0,2015,600060,海信电器  ,
海信电器  600060,20150427,担保品划入,0,50000,0,0,人民币,20150427,0,2015,600060,海信电器  ,是
海信电器  600060,20150428,股份转出,0,30000,0,23.76,人民币,20150428,0,2015,600060,海信电器  ,
军工分级  161024,20150428,股份转入,0,393250,0,23.76,人民币,20150428,0,2015,161024,军工分级  ,
海信电器  600060,20150428,融资借款,796910.26,0,0,0,人民币,20150428,0,2015,600060,海信电器  ,是
海信电器  600060,20150428,担保品划入,0,30000,0,0,人民币,20150428,0,2015,600060,海信电器  ,是
海信电器  600060,20150428,融资借款,531337,0,0,0,人民币,20150428,0,2015,600060,海信电器  ,是
海信电器  600060,20150428,融资开仓,-796910.26,30000,26.497,0,人民币,20150428,0,2015,600060,海信电器  ,是
海信电器  600060,20150428,融资开仓,-531337,20000,26.5,0,人民币,20150428,0,2015,600060,海信电器  ,是
军工A  150181,20150429,开放基金拆分增股,0,196625,0,23.76,人民币,20150429,0,2015,150181,军工A  ,
军工B  150182,20150429,开放基金拆分增股,0,196625,0,23.76,人民币,20150429,0,2015,150182,军工B  ,
军工分级  161024,20150429,开放基金拆分减股,0,393250,0,23.76,人民币,20150429,0,2015,161024,军工分级  ,
军工A  150181,20150430,证券卖出,166687.98,196625,0.848,166711.74,人民币,20150430,0,2015,150181,军工A  ,
冠城大通  600067,20150430,证券买入,-166374.19,15500,10.73,337.55,人民币,20150430,0,2015,600067,冠城大通  ,
-600060,20150430,融资还款,-269447.6,0,0,0,人民币,0,0,2015,600060,-,是
海信电器  600060,20150430,融资平仓,269447.6,10000,27.04,269447.6,人民币,20150430,0,2015,600060,海信电器  ,是
冠城大通  600067,20150504,证券卖出,177435.73,15500,11.463,181054.69,人民币,20150504,0,2015,600067,冠城大通  ,
海信电器  600060,20150504,证券买入,-635664.92,23800,26.7,3618.96,人民币,20150504,0,2015,600060,海信电器  ,
军工B  150182,20150504,证券卖出,638946.33,561125,1.139,639283.88,人民币,20150504,0,2015,150182,军工B  ,
证券B  150172,20150505,证券买入,-180745.71,116500,1.551,308.98,人民币,20150505,0,2015,150172,证券B  ,
海信电器  600060,20150505,融资开仓,-770575.41,29700,25.88,0,人民币,20150505,0,2015,600060,海信电器  ,是
海信电器  600060,20150505,融资借款,770575.41,0,0,0,人民币,20150505,0,2015,600060,海信电器  ,是
证券B  150172,20150506,证券卖出,172018.88,116500,1.477,172327.86,人民币,20150506,0,2015,150172,证券B  ,
海信电器  600060,20150507,证券买入,-171975.78,7000,24.56,352.08,人民币,20150507,0,2015,600060,海信电器  ,
海信电器  600060,20150507,融资开仓,-345870.78,13800,25,0,人民币,20150507,0,2015,600060,海信电器  ,是
海信电器  600060,20150507,融资平仓,746161.2,30000,24.96,746161.2,人民币,20150507,0,2015,600060,海信电器  ,是
-  -,20150507,融资利息,-1598.18,0,0,744563.02,人民币,0,0,2015,  -,-,是
-600060,20150507,融资还款,-527462.66,0,0,217100.36,人民币,0,0,2015,600060,-,是
海信电器  600060,20150507,融资借款,345870.78,0,0,746161.2,人民币,20150507,0,2015,600060,海信电器  ,是
-600060,20150507,融资还款,-217100.36,0,0,0,人民币,0,0,2015,600060,-,是
海信电器  600060,20150508,融资开仓,-728583.98,28500,25.5,0,人民币,20150508,0,2015,600060,海信电器  ,是
海信电器  600060,20150508,融资借款,728583.98,0,0,0,人民币,20150508,0,2015,600060,海信电器  ,是
海信电器  600060,20150511,证券卖出,167444.43,6000,27.944,1420981.14,人民币,20150511,0,2015,600060,海信电器  ,
海信电器  600060,20150511,证券卖出,272339.49,10000,27.27,1253536.71,人民币,20150511,0,2015,600060,海信电器  ,
海信电器  600060,20150511,证券卖出,269443.26,10000,26.98,981197.22,人民币,20150511,0,2015,600060,海信电器  ,
海信电器  600060,20150511,证券卖出,711401.88,26800,26.58,711753.96,人民币,20150511,0,2015,600060,海信电器  ,
海信电器  600060,20150511,融资平仓,388666.46,14000,27.86,388666.46,人民币,20150511,0,2015,600060,海信电器  ,是
海信电器  600060,20150511,融资平仓,281106.64,10000,28.21,669773.1,人民币,20150511,0,2015,600060,海信电器  ,是
-600060,20150511,融资还款,-314236.64,0,0,355536.46,人民币,0,0,2015,600060,-,是
-600060,20150511,融资还款,-74429.82,0,0,281106.64,人民币,0,0,2015,600060,-,是
-600060,20150511,融资还款,-281106.64,0,0,0,人民币,0,0,2015,600060,-,是
海信电器  600060,20150512,股份转入,0,122200,0,981.14,人民币,20150512,0,2015,600060,海信电器  ,
-  -,20150512,证券转银行,-20000,0,0,981.14,人民币,20150512,0,2015,  -,-,
-  -,20150512,证券转银行,-1400000,0,0,20981.14,人民币,20150512,0,2015,  -,-,
海信电器  600060,20150512,融资平仓,15026.92,500,30.16,459510.86,人民币,20150512,0,2015,600060,海信电器  ,是
-  -,20150512,银行转证券,37538.6,0,0,37538.6,人民币,20150512,0,2015,  -,-,是
-600060,20150512,自有资金还融资,-37538.6,0,0,0,人民币,20150508,0,2015,600060,-,是
海信电器  600060,20150512,融资平仓,114280.34,3800,30.18,114280.34,人民币,20150512,0,2015,600060,海信电器  ,是
海信电器  600060,20150512,融资平仓,90012.04,3000,30.11,204292.38,人民币,20150512,0,2015,600060,海信电器  ,是
海信电器  600060,20150512,融资平仓,240191.56,8000,30.13,444483.94,人民币,20150512,0,2015,600060,海信电器  ,是
海信电器  600060,20150512,证券卖出,15041.86,500,30.19,474552.72,人民币,20150512,0,2015,600060,海信电器  ,是
-600060,20150512,融资还款,-114280.34,0,0,360272.38,人民币,0,0,2015,600060,-,是
-600060,20150512,融资还款,-90012.04,0,0,270260.34,人民币,0,0,2015,600060,-,是
-600060,20150512,融资还款,-240191.56,0,0,30068.78,人民币,0,0,2015,600060,-,是
-600060,20150512,融资还款,-7471.17,0,0,22597.61,人民币,0,0,2015,600060,-,是
-600060,20150512,自有资金还融资,-239090.27,0,0,0,人民币,20150508,0,2015,600060,-,是
海信电器  600060,20150512,担保品划出,0,122200,0,474552.72,人民币,20150512,0,2015,600060,海信电器  ,是
-600060,20150512,自有资金还融资,-345870.78,0,0,0,人民币,20150507,0,2015,600060,-,是
-600060,20150512,自有资金还融资,-415038.95,0,0,0,人民币,20150505,0,2015,600060,-,是
-  -,20150512,银行转证券,1000000,0,0,1000000,人民币,20150512,0,2015,  -,-,是
-  -,20150513,银行转证券,12000,0,0,12981.14,人民币,20150513,0,2015,  -,-,
海信电器  600060,20150513,证券卖出,397275.06,13000,30.6,410256.2,人民币,20150513,0,2015,600060,海信电器  ,
海信电器  600060,20150513,证券卖出,314384.77,10000,31.48,1034032.23,人民币,20150513,0,2015,600060,海信电器  ,
海信电器  600060,20150513,证券卖出,309391.26,10000,30.98,719647.46,人民币,20150513,0,2015,600060,海信电器  ,
海信电器  600060,20150513,证券卖出,151749.45,5000,30.39,2118242.87,人民币,20150513,0,2015,600060,海信电器  ,
海信电器  600060,20150513,证券卖出,306395.16,10000,30.68,1966493.42,人民币,20150513,0,2015,600060,海信电器  ,
海信电器  600060,20150513,证券卖出,312480.23,10000,31.289,1660098.26,人民币,20150513,0,2015,600060,海信电器  ,
海信电器  600060,20150513,证券卖出,313585.8,10000,31.4,1347618.03,人民币,20150513,0,2015,600060,海信电器  ,
-  -,20150513,证券转银行,-12000,0,0,10597.61,人民币,20150513,0,2015,  -,-,是
海信电器  600060,20150514,证券买入,-791051.64,24000,32.95,3143.74,人民币,20150514,0,2015,600060,海信电器  ,
海信电器  600060,20150514,证券买入,-694046.55,21534,32.22,794195.38,人民币,20150514,0,2015,600060,海信电器  ,
海信电器  600060,20150514,证券买入,-630000.94,20000,31.49,1488241.93,人民币,20150514,0,2015,600060,海信电器  ,
海信电器  600060,20150515,证券卖出,1088.69,34,32.2,1911.18,人民币,20150515,0,2015,600060,海信电器  ,
-  -,20150515,银行转证券,33000,0,0,36143.74,人民币,20150515,0,2015,  -,-,
海信电器  600060,20150515,证券买入,-35321.25,1100,32.1,822.49,人民币,20150515,0,2015,600060,海信电器  ,
海信电器  600060,20150518,融入方初始交易,1000689.99,56600,17.682,1002601.17,人民币,20150518,0,2015,600060,海信电器  ,
海信电器  600060,20150518,股份转出,0,56600,0,1911.18,人民币,20150518,0,2015,600060,海信电器  ,
南兴装备  002757,20150519,新股申购,-71170,5500,12.94,257136.17,人民币,20150519,0,2015,2757,南兴装备  ,
迅游科技  300467,20150519,新股申购,-135000,4000,33.75,22916.17,人民币,20150519,0,2015,300467,迅游科技  ,
华通医药  002758,20150519,新股申购,-99220,5500,18.04,157916.17,人民币,20150519,0,2015,2758,华通医药  ,
天际股份  002759,20150519,新股申购,-66110,5500,12.02,328306.17,人民币,20150519,0,2015,2759,天际股份  ,
四方精创  300468,20150519,新股申购,-103180,5500,18.76,394416.17,人民币,20150519,0,2015,300468,四方精创  ,
迈克生物  300463,20150519,新股申购,-153780,5500,27.96,497596.17,人民币,20150519,0,2015,300463,迈克生物  ,
赛摩电气  300466,20150519,新股申购,-56375,5500,10.25,722626.17,人民币,20150519,0,2015,300466,赛摩电气  ,
华铭智能  300462,20150519,新股申购,-71250,5000,14.25,651376.17,人民币,20150519,0,2015,300462,华铭智能  ,
申购款  734885,20150519,新股申购,-223600,20000,11.18,779001.17,人民币,20150519,0,2015,734885,申购款  ,
海信电器  600060,20150520,融入购回减资金,-1001400.48,0,0,7750.38,人民币,20150520,0,2015,600060,海信电器  ,
海信电器  600060,20150520,证券卖出,17951.33,500,35.95,1009150.86,人民币,20150520,0,2015,600060,海信电器  ,
海信电器  600060,20150520,证券卖出,250829.28,7000,35.88,991199.53,人民币,20150520,0,2015,600060,海信电器  ,
海信电器  600060,20150520,股份转入,0,56600,0,1009150.86,人民币,20150520,0,2015,600060,海信电器  ,
海信电器  600060,20150520,证券卖出,717454.08,20000,35.92,740370.25,人民币,20150520,0,2015,600060,海信电器  ,
申购款  734885,20150521,申购还款,223600,20000,11.18,231350.38,人民币,20150519,0,2015,734885,申购款  ,
天际股份  002759,20150521,申购还款,66110,5500,12.02,606810.38,人民币,20150519,0,2015,2759,天际股份  ,
迅游科技  300467,20150521,申购还款,135000,4000,33.75,540700.38,人民币,20150519,0,2015,300467,迅游科技  ,
南兴装备  002757,20150521,申购还款,71170,5500,12.94,405700.38,人民币,20150519,0,2015,2757,南兴装备  ,
华通医药  002758,20150521,申购还款,99220,5500,18.04,706030.38,人民币,20150519,0,2015,2758,华通医药  ,
迈克生物  300463,20150521,申购还款,153780,5500,27.96,859810.38,人民币,20150519,0,2015,300463,迈克生物  ,
四方精创  300468,20150521,申购还款,103180,5500,18.76,334530.38,人民币,20150519,0,2015,300468,四方精创  ,
华铭智能  300462,20150521,申购还款,71250,5000,14.25,987435.38,人民币,20150519,0,2015,300462,华铭智能  ,
赛摩电气  300466,20150521,申购还款,56375,5500,10.25,916185.38,人民币,20150519,0,2015,300466,赛摩电气  ,
海信电器  600060,20150521,证券卖出,10472.33,300,34.96,997907.71,人民币,20150521,0,2015,600060,海信电器  ,
中航军B  150222,20150522,证券买入,-775812.67,816400,0.95,28.44,人民币,20150522,0,2015,150222,中航军B  ,
申万宏源  000166,20150522,证券买入,-222066.6,12000,18.5,775841.11,人民币,20150522,0,2015,166,申万宏源  ,
申万宏源  000166,20150525,证券买入,-792537.69,41700,19,793.49,人民币,20150525,0,2015,166,申万宏源  ,
中航军B  150222,20150525,证券卖出,793302.74,816400,0.972,793331.18,人民币,20150525,0,2015,150222,中航军B  ,
海信电器  600060,20150527,证券买入,-28304.97,800,35.37,2043.2,人民币,20150527,0,2015,600060,海信电器  ,
申万宏源  000166,20150527,证券卖出,28462.95,1500,19,30348.17,人民币,20150527,0,2015,166,申万宏源  ,
海信电器  600060,20150527,证券买入,-63758.2,1800,35.41,1885.22,人民币,20150527,0,2015,600060,海信电器  ,
申万宏源  000166,20150527,证券卖出,758792.29,40200,18.9,759585.78,人民币,20150527,0,2015,166,申万宏源  ,
海信电器  600060,20150527,证券买入,-693942.36,19600,35.394,65643.42,人民币,20150527,0,2015,600060,海信电器  ,
海信电器  600060,20150529,股份转出,0,60000,0,1938.16,人民币,20150529,0,2015,600060,海信电器  ,
海信电器  600060,20150529,证券买入,-227808.64,7200,31.63,1938.16,人民币,20150529,0,2015,600060,海信电器  ,
申万宏源  000166,20150529,证券卖出,227703.6,12000,19,229746.8,人民币,20150529,0,2015,166,申万宏源  ,
海信电器  600060,20150529,担保品划入,0,60000,0,10597.61,人民币,20150529,0,2015,600060,海信电器  ,是
海信电器  600060,20150601,融资开仓,-1639618.75,50000,32.71,10597.61,人民币,20150601,0,2015,600060,海信电器  ,是
-  -,20150601,融资利息,-3273.4,0,0,7324.21,人民币,0,0,2015,  -,-,是
海信电器  600060,20150601,融资借款,1639618.75,0,0,10597.61,人民币,20150601,0,2015,600060,海信电器  ,是
金发拉比  002762,20150602,新股申购,-169000,6500,26,608.66,人民币,20150602,0,2015,2762,金发拉比  ,
合纵科技  300477,20150602,新股申购,-100795,9500,10.61,169608.66,人民币,20150602,0,2015,300477,合纵科技  ,
多喜爱  002761,20150602,新股申购,-87360,12000,7.28,270403.66,人民币,20150602,0,2015,2761,多喜爱  ,
申购款  790985,20150602,新股申购,-1406850,415000,3.39,357763.66,人民币,20150602,0,2015,790985,申购款  ,
海信电器  600060,20150602,证券卖出,1762675.5,50000,35.3,1764613.66,人民币,20150602,0,2015,600060,海信电器  ,
申购款  790368,20150602,新股申购,-6430,1000,6.43,894.21,人民币,20150602,0,2015,790368,申购款  ,是
先锋电子  002767,20150603,新股申购,-148700,10000,14.87,5166.27,人民币,20150603,0,2015,2767,先锋电子  ,
神思电子  300479,20150603,新股申购,-16530,1500,11.02,153866.27,人民币,20150603,0,2015,300479,神思电子  ,
信息发展  300469,20150603,新股申购,-60840,6000,10.14,170396.27,人民币,20150603,0,2015,300469,信息发展  ,
凤形股份  002760,20150603,新股申购,-70635,8500,8.31,231236.27,人民币,20150603,0,2015,2760,凤形股份  ,
索菱股份  002766,20150603,新股申购,-135540,18000,7.53,301871.27,人民币,20150603,0,2015,2766,索菱股份  ,
海信电器  600060,20150603,证券卖出,436802.61,13000,33.645,437411.27,人民币,20150603,0,2015,600060,海信电器  ,
海信电器  600060,20150603,融资借款,233827.3,0,0,894.21,人民币,20150603,0,2015,600060,海信电器  ,是
海信电器  600060,20150603,融资开仓,-233827.3,7000,33.32,894.21,人民币,20150603,0,2015,600060,海信电器  ,是
合纵科技  300477,20150604,申购还款,100795,9500,10.61,1764005.09,人民币,20150602,0,2015,300477,合纵科技  ,
金发拉比  002762,20150604,申购还款,169000,6500,26,1663210.09,人民币,20150602,0,2015,2762,金发拉比  ,
申购款  790985,20150604,申购还款,1406850,415000,3.39,1406850.09,人民币,20150602,0,2015,790985,申购款  ,
-  -,20150604,证券转银行,-5166.18,0,0,0.09,人民币,20150604,0,2015,  -,-,
中核申购  780985,20150604,申购中签,-3390,1000,3.39,1760615.09,人民币,20150602,0,2015,780985,中核申购  ,
中核申购  780985,20150604,申购中签,-3390,1000,3.39,1757225.09,人民币,20150602,0,2015,780985,中核申购  ,
多喜爱  002761,20150604,申购还款,87360,12000,7.28,1494210.09,人民币,20150602,0,2015,2761,多喜爱  ,
中核申购  780985,20150604,申购中签,-3390,1000,3.39,1750445.09,人民币,20150602,0,2015,780985,中核申购  ,
中核申购  780985,20150604,申购中签,-3390,1000,3.39,1753835.09,人民币,20150602,0,2015,780985,中核申购  ,
中核申购  780985,20150604,申购中签,-3390,1000,3.39,1740275.09,人民币,20150602,0,2015,780985,中核申购  ,
中核申购  780985,20150604,申购中签,-3390,1000,3.39,1743665.09,人民币,20150602,0,2015,780985,中核申购  ,
中核申购  780985,20150604,申购中签,-3390,1000,3.39,1747055.09,人民币,20150602,0,2015,780985,中核申购  ,
申购款  790368,20150604,申购还款,6430,1000,6.43,7324.21,人民币,20150602,0,2015,790368,申购款  ,是
神思电子  300479,20150605,申购还款,16530,1500,11.02,2167520.09,人民币,20150603,0,2015,300479,神思电子  ,
海信电器  600060,20150605,股份转入,0,59000,0,439461.64,人民币,20150605,0,2015,600060,海信电器  ,
先锋电子  002767,20150605,申购还款,148700,10000,14.87,2150990.09,人民币,20150603,0,2015,2767,先锋电子  ,
凤形股份  002760,20150605,申购还款,70635,8500,8.31,2002290.09,人民币,20150603,0,2015,2760,凤形股份  ,
信息发展  300469,20150605,申购还款,60840,6000,10.14,1931655.09,人民币,20150603,0,2015,300469,信息发展  ,
索菱股份  002766,20150605,申购还款,135540,18000,7.53,1870815.09,人民币,20150603,0,2015,2766,索菱股份  ,
-  -,20150605,证券转银行,-5000,0,0,1735275.09,人民币,20150605,0,2015,  -,-,
海信电器  600060,20150605,证券买入,-1728058.45,52000,33.221,439461.64,人民币,20150605,0,2015,600060,海信电器  ,
-600060,20150605,融资还款,-233827.3,0,0,4889.76,人民币,0,0,2015,600060,-,是
海信电器  600060,20150605,融资平仓,971273.49,30000,32.49,971797.7,人民币,20150605,0,2015,600060,海信电器  ,是
-600060,20150605,融资还款,-971273.49,0,0,907062.32,人民币,0,0,2015,600060,-,是
-600060,20150605,融资还款,-668345.26,0,0,238717.06,人民币,0,0,2015,600060,-,是
-  -,20150605,证券转银行,-6800,0,0,524.21,人民币,20150605,0,2015,  -,-,是
海信电器  600060,20150605,融资平仓,906538.11,28000,32.491,1878335.81,人民币,20150605,0,2015,600060,海信电器  ,是
海信电器  600060,20150605,担保品划出,0,59000,0,1878335.81,人民币,20150605,0,2015,600060,海信电器  ,是
50ETF  510050,20150608,证券买入,-419783.6,122100,3.437,159.4,人民币,20150608,0,2015,510050,50ETF  ,
海信电器  600060,20150608,证券卖出,419370.79,12200,34.42,419943,人民币,20150608,0,2015,600060,海信电器  ,
海信电器  600060,20150608,证券买入,-438889.43,13000,33.75,572.21,人民币,20150608,0,2015,600060,海信电器  ,
新代码  601985,20150609,新股入帐,0,7000,0,159.4,人民币,20150602,0,2015,601985,新代码  ,
海信电器  600060,20150611,证券买入,-95324.38,2848,33.46,314962.55,人民币,20150611,0,2015,600060,海信电器  ,
海信电器  600060,20150611,证券买入,-311332.95,9300,33.466,3629.6,人民币,20150611,0,2015,600060,海信电器  ,
50ETF  510050,20150611,证券卖出,401474.82,122100,3.289,410286.93,人民币,20150611,0,2015,510050,50ETF  ,
三鑫医疗  300453,20150611,证券买入,-157977.38,1700,92.9,8812.11,人民币,20150611,0,2015,300453,三鑫医疗  ,
海信电器  600060,20150611,证券卖出,166630.09,5000,33.37,166789.49,人民币,20150611,0,2015,600060,海信电器  ,
三鑫医疗  300453,20150612,证券卖出,165522.54,1700,97.493,171345.45,人民币,20150612,0,2015,300453,三鑫医疗  ,
抚顺特钢  600399,20150612,证券买入,-170721.44,10400,16.41,624.01,人民币,20150612,0,2015,600399,抚顺特钢  ,
东方新星  002755,20150612,证券买入,-194458.32,2700,72,5822.91,人民币,20150612,0,2015,2755,东方新星  ,
海信电器  600060,20150612,证券卖出,198637.83,6000,33.15,200281.23,人民币,20150612,0,2015,600060,海信电器  ,
三鑫医疗  300453,20150612,证券买入,-106424.92,1100,96.721,1643.4,人民币,20150612,0,2015,300453,三鑫医疗  ,
海信电器  600060,20150612,证券卖出,104438.72,3148,33.22,108068.32,人民币,20150612,0,2015,600060,海信电器  ,
海信电器  600060,20150615,股份转出,0,80000,0,176876.34,人民币,20150615,0,2015,600060,海信电器  ,
抚顺特钢  600399,20150615,证券卖出,176252.33,10400,16.97,176876.34,人民币,20150615,0,2015,600399,抚顺特钢  ,
海信电器  600060,20150615,担保品划入,0,80000,0,4889.76,人民币,20150615,0,2015,600060,海信电器  ,是
-  -,20150616,银行转证券,16966.18,0,0,343842.52,人民币,20150616,0,2015,  -,-,
-  -,20150616,银行转证券,150000,0,0,326876.34,人民币,20150616,0,2015,  -,-,
陆家Ｂ股  900932,20150616,红利入帐0,540.43,8130,0.066,672.33,美元,20150616,0,2015,900932,陆家Ｂ股  ,
海信电器  600060,20150616,融资开仓,-1038651.06,30000,34.535,4889.76,人民币,20150616,0,2015,600060,海信电器  ,是
海信电器  600060,20150616,融资借款,1038651.06,0,0,4889.76,人民币,20150616,0,2015,600060,海信电器  ,是
东方新星  002755,20150617,证券买入,-138641.58,2800,49.5,205200.94,人民币,20150617,0,2015,2755,东方新星  ,
东方新星  002755,20150617,证券卖出,141565.72,2700,52.5,1361508.6,人民币,20150617,0,2015,2755,东方新星  ,
三鑫医疗  300453,20150617,证券卖出,81382.06,1100,74.08,1219942.88,人民币,20150617,0,2015,300453,三鑫医疗  ,
三鑫医疗  300453,20150617,证券买入,-81303.38,1100,73.89,1138560.82,人民币,20150617,0,2015,300453,三鑫医疗  ,
海信电器  600060,20150617,证券卖出,1014663.26,29900,33.98,1219864.2,人民币,20150617,0,2015,600060,海信电器  ,
海信电器  600060,20150617,融资借款,1013603.65,0,0,4889.76,人民币,20150617,0,2015,600060,海信电器  ,是
海信电器  600060,20150617,融资开仓,-1013603.65,30000,33.702,4889.76,人民币,20150617,0,2015,600060,海信电器  ,是
三鑫医疗  300453,20150618,证券买入,-79599.87,1100,72.342,1211187.52,人民币,20150618,0,2015,300453,三鑫医疗  ,
东方新星  002755,20150618,证券买入,-70721.21,1400,50.5,1290787.39,人民币,20150618,0,2015,2755,东方新星  ,
XR爱建股  600643,20150618,证券买入,-66282.68,3000,22.087,1144904.84,人民币,20150618,0,2015,600643,XR爱建股  ,
东方新星  002755,20150618,证券买入,-66575.97,1400,47.54,1078328.87,人民币,20150618,0,2015,2755,东方新星  ,
海信电器  600060,20150618,证券买入,-961806.45,30000,32.05,116522.42,人民币,20150618,0,2015,600060,海信电器  ,
三鑫医疗  300453,20150618,证券卖出,73058.9,1100,66.504,189581.32,人民币,20150618,0,2015,300453,三鑫医疗  ,
-  -,20150619,银行转证券,100000,0,0,289581.32,人民币,20150619,0,2015,  -,-,
海信电器  600060,20150619,证券买入,-101427.52,3500,28.97,2342.07,人民币,20150619,0,2015,600060,海信电器  ,
东方新星  002755,20150619,证券买入,-121192.35,2800,43.27,103769.59,人民币,20150619,0,2015,2755,东方新星  ,
三鑫医疗  300453,20150619,证券买入,-64619.38,1000,64.6,224961.94,人民币,20150619,0,2015,300453,三鑫医疗  ,
-  -,20150623,利息归本,0.13,0,0,672.46,美元,20150623,0,2015,  -,-,
-  -,20150623,利息归本,171.69,0,0,2513.76,人民币,20150623,0,2015,  -,-,
-  -,20150623,利息归本,2.88,0,0,4892.64,人民币,20150623,0,2015,  -,-,是
东方新星  002755,20150625,证券卖出,258171.44,6625,39.02,341080.56,人民币,20150625,0,2015,2755,东方新星  ,
东方新星  002755,20150625,证券卖出,70021.36,1775,39.5,82909.12,人民币,20150625,0,2015,2755,东方新星  ,
海信电器  600060,20150625,红利入账,10374,33600,0,12887.76,人民币,0,0,2015,600060,海信电器  ,
三鑫医疗  300453,20150625,证券卖出,134225.28,2100,64,475305.84,人民币,20150625,0,2015,300453,三鑫医疗  ,
海信电器  600060,20150625,红利入账,43225,140000,0,48117.64,人民币,0,0,2015,600060,海信电器  ,是
中国核电  601985,20150626,证券卖出,97518.85,7000,13.95,122824.69,人民币,20150626,0,2015,601985,中国核电  ,
-  -,20150626,证券转银行,-450000,0,0,25305.84,人民币,20150626,0,2015,  -,-,
海信电器  600060,20150629,证券买入,-121239.24,4800,25.25,1585.45,人民币,20150629,0,2015,600060,海信电器  ,
海信电器  600060,20150629,证券买入,-2431.12,100,24.25,45686.52,人民币,20150629,0,2015,600060,海信电器  ,是
爱建股份  600643,20150629,证券买入,-44632.74,2400,18.55,1053.78,人民币,20150629,0,2015,600643,爱建股份  ,是
海信电器  600060,20150629,证券卖出,223210,10000,22.4,224263.78,人民币,20150629,0,2015,600060,海信电器  ,是
-600060,20150629,资金自动还融资,-223210,0,0,1053.78,人民币,0,0,2015,600060,-,是
-  -,20150630,证券转银行,-400000,0,0,1585.45,人民币,20150630,0,2015,  -,-,
海信电器  600060,20150630,证券卖出,49134.84,2000,24.6,256534.29,人民币,20150630,0,2015,600060,海信电器  ,
海信电器  600060,20150630,证券卖出,206534.13,8400,24.62,207399.45,人民币,20150630,0,2015,600060,海信电器  ,
海信电器  600060,20150630,证券买入,-400720.13,17000,23.564,865.32,人民币,20150630,0,2015,600060,海信电器  ,
-  -,20150630,银行转证券,400000,0,0,401585.45,人民币,20150630,0,2015,  -,-,
-  -,20150630,银行转证券,400000,0,0,401585.45,人民币,20150630,0,2015,  -,-,
-600060,20150630,红利税补扣,-482.63,0,0,9460.03,人民币,20150630,0,2015,600060,-,是
-  -,20150630,银行转证券,8888.88,0,0,9942.66,人民币,20150630,0,2015,  -,-,是
-  -,20150701,证券转银行,-250000,0,0,6534.29,人民币,20150701,0,2015,  -,-,
海信电器  600060,20150701,证券卖出,142131.38,6000,23.72,148665.67,人民币,20150701,0,2015,600060,海信电器  ,
海信电器  600060,20150701,证券卖出,23618.65,1000,23.65,172284.32,人民币,20150701,0,2015,600060,海信电器  ,
-  -,20150701,融资利息,-8429.55,0,0,1030.48,人民币,0,0,2015,  -,-,是
-  -,20150702,证券转银行,-12888.88,0,0,165.3,人民币,20150702,0,2015,  -,-,
-600060,20150702,红利税补扣,-4.88,0,0,13390.56,人民币,20150702,0,2015,600060,-,
-600060,20150702,红利税补扣,-336.38,0,0,13054.18,人民币,20150702,0,2015,600060,-,
海信电器  600060,20150702,股份转出,0,18000,0,165.3,人民币,20150702,0,2015,600060,海信电器  ,
海信电器  600060,20150702,股份转出,0,2000,0,165.3,人民币,20150702,0,2015,600060,海信电器  ,
爱建股份  600643,20150702,股份转出,0,3000,0,165.3,人民币,20150702,0,2015,600643,爱建股份  ,
-  -,20150702,证券转银行,-158888.88,0,0,13395.44,人民币,20150702,0,2015,  -,-,
海信电器  600060,20150702,担保品划入,0,2000,0,13919.36,人民币,20150702,0,2015,600060,海信电器  ,是
海信电器  600060,20150702,担保品划入,0,18000,0,13919.36,人民币,20150702,0,2015,600060,海信电器  ,是
爱建股份  600643,20150702,担保品划入,0,3000,0,13919.36,人民币,20150702,0,2015,600643,爱建股份  ,是
-  -,20150702,银行转证券,12888.88,0,0,13919.36,人民币,20150702,0,2015,  -,-,是
-600060,20150703,自有资金还融资,-13919.36,0,0,0,人民币,20150616,0,2015,600060,-,是
-  -,20150706,证券转银行,-300000,0,0,165.3,人民币,20150706,0,2015,  -,-,
-  -,20150706,银行转证券,300000,0,0,300165.3,人民币,20150706,0,2015,  -,-,
海信电器  600060,20150706,证券卖出,129437.61,6500,19.94,2294.82,人民币,20150706,0,2015,600060,海信电器  ,
海信电器  600060,20150706,证券卖出,172390.19,9000,19.18,-127142.79,人民币,20150706,0,2015,600060,海信电器  ,
海信电器  600060,20150706,证券买入,-299698.28,14000,21.4,-299532.98,人民币,20150706,0,2015,600060,海信电器  ,
